id,Job Satisfaction,Salary,Salary Unit,Location,Job Title,Firm Type,Firm Size,Health Insurance,Overtime,Vacation Days,Annual Bonus,Work Status,Years of Experience,Age,Gender,Licensed,Undergraduate School,Graduate School,Post-Graduate School,Date,Year,Latitude,Longitude,CPIAUCSL,Inflation Adjusted Salary
8857,8,46000,year,"Los Angeles, CA",Project Manager,Boutique,2-5,,Unpaid Overtime,21.0,,Full-time,3-5,21-25,Male,No,University of Michigan,,,2016-02-01,2016,34.0536909,-118.242766,237.336,61140.67819462703
8855,7,70000,year,"New Orleans, LA",Project Architect,Boutique,11-15,Yes,Unpaid Overtime,10.0,5000.0,,11-15,36-40,Female,No,University of Louisiana at Lafayette,University of Louisiana at Lafayette,,2016-02-01,2016,29.9759983,-90.0782127,237.336,93040.1624700846
8854,7,45000,year,"Los Angeles, CA",Job Captain,Starchitect,31-50,Yes,Unpaid Overtime,14.0,1600.0,Full-time,2,21-25,Male,No,University of Illinois at Chicago,,,2016-02-01,2016,34.0536909,-118.242766,237.336,59811.53301648296
8853,9,65000,year,"New York, NY",Project Manager,Boutique,11-15,Yes,No Overtime,20.0,4000.0,Full-time,6-7,36-40,Male,No,,,,2016-02-01,2016,40.7127281,-74.0060152,237.336,86394.43657936428
8852,7,65000,year,"Houston, TX",Intermediate Architect,Corporate,31-50,Yes,Unpaid Overtime,20.0,,Full-time,3-5,26-30,Male,Yes,Rice University,Rice University,,2016-02-01,2016,29.7589382,-95.3676974,237.336,86394.43657936428
8849,7,48400,year,"New York, NY",Junior Architect,Other,2-5,,Unpaid Overtime,15.0,,Full-time,3,21-25,Female,No,,,,2016-02-01,2016,40.7127281,-74.0060152,237.336,64330.62662217278
8848,7,45000,year,"New York, NY",Junior Architect,Boutique,16-30,Yes,Unpaid Overtime,12.0,,Full-time,1,21-25,Female,No,,,,2016-02-01,2016,40.7127281,-74.0060152,237.336,59811.53301648296
8844,9,100000,year,"Chicago, IL",Senior Designer,Corporate,101-200,Yes,Unpaid Overtime,21.0,17000.0,Full-time,11-15,31-35,Male,Yes,,,,2016-02-01,2016,41.8755616,-87.6244212,237.336,132914.51781440657
8843,9,50000,year,"New York, NY",Junior Architect,Corporate,16-30,Yes,No Overtime,13.0,2000.0,Full-time,3,26-30,Male,No,The University of Sydney,The University of Sydney,The University of Sydney,2016-02-01,2016,40.7127281,-74.0060152,237.336,66457.25890720329
8842,5,57000,year,"Los Angeles, CA",Designer,Corporate,16-30,Yes,Unpaid Overtime,15.0,,Full-time,3,26-30,Male,No,,,,2016-02-01,2016,34.0536909,-118.242766,237.336,75761.27515421175
8840,8,60000,year,"New York, NY",Designer,Corporate,16-30,Yes,Unpaid Overtime,13.0,,Full-time,3-5,26-30,Male,No,New York Institute of Technology (NYIT),,,2016-02-01,2016,40.7127281,-74.0060152,237.336,79748.71068864394
8839,5,61000,year,"Charleston, SC",Project Architect,Corporate,2-5,Yes,Unpaid Overtime,20.0,,Full-time,16-20,36-40,Male,Yes,Clemson University,,,2016-02-01,2016,32.7884363,-79.9399309,237.336,81077.85586678801
8838,7,90000,year,"Princeton, NJ",Project Architect,Boutique,16-30,Yes,Unpaid Overtime,15.0,,Full-time,11-15,31-35,Male,Yes,,,,2016-02-01,2016,40.3496953,-74.6597376,237.336,119623.06603296591
8835,8,72000,year,"San Francisco, CA",Intermediate Architect,Corporate,51-100,Yes,Paid Overtime,,3000.0,Full-time,3-5,26-30,Male,Yes,,Cornell University,,2016-02-01,2016,37.7792588,-122.4193286,237.336,95698.45282637274
8834,1,45000,year,"New York, NY",Junior Architect,Boutique,16-30,Yes,Unpaid Overtime,5.0,,Full-time,1,21-25,Female,No,,,,2016-02-01,2016,40.7127281,-74.0060152,237.336,59811.53301648296
8833,10,41600,hour,"Orlando, FL",Designer,Other,31-50,Yes,Paid Overtime,14.0,,Full-time,6-7,31-35,Male,No,University of Central Florida,University of Florida,,2016-02-01,2016,28.5421109,-81.3790304,237.336,55292.43941079314
8831,9,65000,year,"Portland, OR",Project Manager,Boutique,31-50,Yes,,15.0,3000.0,,11-15,36-40,Male,Yes,,,,2016-02-01,2016,45.5202471,-122.674194,237.336,86394.43657936428
8829,7,105000,year,"New York, NY",Interior Architect,Boutique,2-5,Yes,Unpaid Overtime,15.0,20000.0,Full-time,1,18-20,Male,Yes,Savannah College of Art and Design,,,2016-02-01,2016,40.7127281,-74.0060152,237.336,139560.2437051269
8828,10,80000,year,"New York, NY",Interior Designer,Individual,11-15,,No Overtime,31.0,10000.0,Full-time,3-5,26-30,Male,Yes,Florida International University,Parsons The New School for Design,,2016-02-01,2016,40.7127281,-74.0060152,237.336,106331.61425152526
8827,7,66000,year,"Brooklyn, NY",Project Manager,Other,6-10,Yes,No Overtime,15.0,,Full-time,3-5,26-30,Female,No,University of Minnesota-Twin Cities,,,2016-02-01,2016,40.6526006,-73.9497211,237.336,87723.58175750833
8826,8,41000,year,"Detroit, MI",Junior Designer,Individual,51-100,Yes,Paid Overtime,10.0,1000.0,Full-time,< 1,26-30,Female,No,,,,2016-02-01,2016,42.3315509,-83.0466403,237.336,54494.9523039067
8825,7,48000,year,"Portland, OR",Intern,Corporate,101-200,Yes,Unpaid Overtime,12.0,,Full-time,2,21-25,Female,No,,University of Oregon in Portland,,2016-02-01,2016,45.5202471,-122.674194,237.336,63798.96855091515
8824,7,55000,year,"Portland, OR",Job Captain,,16-30,,Unpaid Overtime,14.0,,Full-time,6-7,26-30,Female,Yes,,,,2016-02-01,2016,45.5202471,-122.674194,237.336,73102.98479792362
8822,6,52000,year,"Tallahassee, FL",Intermediate Designer,Boutique,11-15,,Unpaid Overtime,14.0,3500.0,Full-time,3-5,36-40,Male,No,Florida A&M University,University of Florida,,2016-02-01,2016,30.4380832,-84.2809332,237.336,69115.54926349141
8821,6,42000,year,"York, PA",Junior Architect,Corporate,51-100,Yes,Unpaid Overtime,15.0,,Full-time,3-5,26-30,Female,No,,,,2016-02-01,2016,39.962493,-76.7276989,237.336,55824.09748205076
8820,8,48000,year,"Portland, OR",Designer,,16-30,Yes,Unpaid Overtime,17.0,,Full-time,3-5,26-30,Male,No,,,,2016-02-01,2016,45.5202471,-122.674194,237.336,63798.96855091515
8819,7,44000,year,"Portland, OR",Intern,Corporate,101-200,Yes,No Overtime,10.0,,Full-time,2,21-25,Female,No,University of Illinois at Urbana-Champaign,University of Oregon in Portland,,2016-02-01,2016,45.5202471,-122.674194,237.336,58482.387838338895
8817,6,42000,year,"Boston, MA",Marketing Director,Other,16-30,Yes,Unpaid Overtime,10.0,1000.0,Full-time,< 1,21-25,Female,No,,,,2016-02-01,2016,42.3554334,-71.060511,237.336,55824.09748205076
8816,7,52000,year,"New York, NY",Junior Architect,,51-100,,,,,,3-5,26-30,Female,No,,,,2016-02-01,2016,40.7127281,-74.0060152,237.336,69115.54926349141
8815,9,47000,year,"Aspen, CO",Junior Designer,Corporate,31-50,Yes,No Overtime,16.0,2350.0,Full-time,3,21-25,Male,No,Wentworth Institute of Technology,Wentworth Institute of Technology,,2016-02-01,2016,39.1911128,-106.82356,237.336,62469.82337277109
8813,8,65000,year,"Miami, FL",Project Architect,Corporate,16-30,Yes,Unpaid Overtime,10.0,,Full-time,8-10,31-35,Male,Yes,,,,2016-02-01,2016,25.7741728,-80.19362,237.336,86394.43657936428
8812,5,48000,year,"Boston, MA",Designer,Boutique,6-10,,No Overtime,,3000.0,Full-time,3-5,21-25,Female,No,,,,2016-02-01,2016,42.3554334,-71.060511,237.336,63798.96855091515
8811,8,58000,year,"San Francisco, CA",Junior Designer,Corporate,501+,Yes,No Overtime,15.0,,Full-time,3,21-25,Male,No,"California Polytechnic State University, San Luis Obispo",,,2016-02-01,2016,37.7792588,-122.4193286,237.336,77090.42033235582
8810,8,40000,year,"Brooklyn, NY",Draftsperson,Boutique,2-5,Yes,Paid Overtime,,,Freelance,2,21-25,Male,No,Wentworth Institute of Technology,,,2016-02-01,2016,40.6526006,-73.9497211,237.336,53165.80712576263
8809,7,70000,year,"Chicago, IL",Project Manager,Boutique,2-5,Yes,Unpaid Overtime,15.0,,,16-20,46-50,Male,Yes,,Illinois Institute of Technology (IIT),,2016-02-01,2016,41.8755616,-87.6244212,237.336,93040.1624700846
8808,7,68000,year,"San Francisco, CA",Intermediate Designer,Corporate,51-100,Yes,No Overtime,,,Full-time,8-10,36-40,Female,No,,,,2016-02-01,2016,37.7792588,-122.4193286,237.336,90381.87211379647
8804,9,97200,year,"New York, NY",Project Manager,Corporate,501+,Yes,Unpaid Overtime,15.0,5000.0,Full-time,11-15,31-35,Female,Yes,,,,2016-02-01,2016,40.7127281,-74.0060152,237.336,129192.9113156032
8802,8,60000,year,"New York, NY",Project Manager,Boutique,11-15,Yes,Unpaid Overtime,10.0,6000.0,Full-time,3,26-30,Male,No,City College of New York (CCNY),Harvard University,,2016-02-01,2016,40.7127281,-74.0060152,237.336,79748.71068864394
8801,7,86000,year,"Atlanta, GA",Senior Designer,Individual,16-30,Yes,Paid Overtime,15.0,5000.0,Full-time,3-5,26-30,Male,Yes,Auburn University,Massachusetts Institute of Technology (MIT),,2016-02-01,2016,33.7489924,-84.3902644,237.336,114306.48532038965
8799,8,60000,year,"San Francisco, CA",Designer,Boutique,6-10,Yes,Unpaid Overtime,10.0,5000.0,Full-time,2,21-25,Female,No,"California Polytechnic State University, San Luis Obispo",,,2016-02-01,2016,37.7792588,-122.4193286,237.336,79748.71068864394
8797,10,72000,year,"Los Angeles, CA",Owner,Boutique,2-5,Yes,No Overtime,,2000.0,Full-time,16-20,31-35,Male,Yes,,,,2016-02-01,2016,34.0536909,-118.242766,237.336,95698.45282637274
8795,6,43000,year,"New York, NY",Designer,Starchitect,6-10,,Unpaid Overtime,5.0,,Full-time,3,26-30,Female,No,Pratt Institute,,,2016-02-01,2016,40.7127281,-74.0060152,237.336,57153.242660194825
8793,5,38000,year,"New York, NY",Junior Designer,Boutique,2-5,,Unpaid Overtime,,,Full-time,1,21-25,Female,No,The Cooper Union,,,2016-02-01,2016,40.7127281,-74.0060152,237.336,50507.516769474496
8792,8,76000,year,"Oakland, CA",Job Captain,Corporate,51-100,Yes,Unpaid Overtime,15.0,,Full-time,6-7,31-35,Male,No,Bowling Green State University,,,2016-02-01,2016,37.8044557,-122.271356,237.336,101015.03353894899
8791,5,58000,year,"New Bedford, MA",Senior Architect,,2-5,,Paid Overtime,14.0,,,26-30,56-60,Male,Yes,,,,2016-02-01,2016,41.6362152,-70.934205,237.336,77090.42033235582
8790,5,99800,year,"Columbus, OH",Project Manager,Corporate,201-500,Yes,Unpaid Overtime,20.0,,Full-time,26-30,51-55,Female,Yes,The Ohio State University,The Ohio State University,,2016-02-01,2016,39.9622601,-83.0007065,237.336,132648.68877877775
8789,8,31200,hour,"Seattle, WA",Marketing Director,,201-500,,,,,Full-time,1,18-20,Female,No,University of Washington,,,2016-02-01,2016,47.6038321,-122.330062,237.336,41469.329558094854
8788,5,38000,year,"Philadelphia, PA",Student Intern,Corporate,16-30,Yes,Unpaid Overtime,10.0,1800.0,Full-time,3,26-30,Female,No,Drexel University,,,2016-02-01,2016,39.9527237,-75.1635262,237.336,50507.516769474496
8787,10,100000,year,"Phoenix, AZ",Partner,Boutique,6-10,Yes,Unpaid Overtime,10.0,25000.0,Full-time,> 40,61-65,Male,Yes,Kent State University,,,2016-02-01,2016,33.4484367,-112.074141,237.336,132914.51781440657
8786,7,61000,year,"New York, NY",Junior Architect,Corporate,201-500,Yes,Unpaid Overtime,10.0,2000.0,Full-time,3-5,26-30,Male,No,Savannah College of Art and Design,Savannah College of Art and Design,,2016-02-01,2016,40.7127281,-74.0060152,237.336,81077.85586678801
8785,5,55400,year,"Washington, DC",Senior Designer,Corporate,501+,Yes,Unpaid Overtime,19.0,,Full-time,8-10,31-35,Male,No,University of North Carolina at Charlotte,,,2016-02-01,2016,38.8950368,-77.0365427,237.336,73634.64286918125
8784,5,60000,year,"New York, NY",Junior Designer,Boutique,6-10,,Unpaid Overtime,5.0,1000.0,Full-time,3-5,26-30,Male,No,University of Colorado at Boulder,University of Michigan,,2016-02-01,2016,40.7127281,-74.0060152,237.336,79748.71068864394
8783,9,95000,year,"New York, NY",BIM Specialist,Starchitect,101-200,Yes,Unpaid Overtime,15.0,6000.0,Full-time,11-15,36-40,Male,Yes,,,,2016-02-01,2016,40.7127281,-74.0060152,237.336,126268.79192368625
8782,6,60000,year,"New York, NY",Senior Designer,Corporate,31-50,Yes,Unpaid Overtime,10.0,,Full-time,11-15,41-45,Male,No,,,Texas Tech University,2016-02-01,2016,40.7127281,-74.0060152,237.336,79748.71068864394
8781,6,65000,year,"Morristown, NJ",Project Architect,Individual,16-30,Yes,Unpaid Overtime,15.0,2000.0,Full-time,8-10,31-35,Male,No,New Jersey Institute of Technology (NJIT),,,2016-02-01,2016,40.7992398,-74.4774358537687,237.336,86394.43657936428
8780,9,63000,year,"Denver, CO",Intermediate Designer,Corporate,501+,Yes,Unpaid Overtime,15.0,4000.0,Full-time,8-10,31-35,Male,No,,University of Colorado at Denver,,2016-02-01,2016,39.7392364,-104.984862,237.336,83736.14622307614
8777,6,83000,year,"New York, NY",Project Manager,Other,501+,Yes,Paid Overtime,5.0,,Full-time,26-30,46-50,Male,No,Pratt Institute,,,2016-02-01,2016,40.7127281,-74.0060152,237.336,110319.04978595745
8776,10,61000,year,"San Francisco, CA",Designer,Starchitect,51-100,Yes,Unpaid Overtime,20.0,3600.0,Full-time,3,26-30,Female,No,California College of the Arts,,,2016-02-01,2016,37.7792588,-122.4193286,237.336,81077.85586678801
8772,10,67000,year,"Dallas, TX",Project Manager,,31-50,Yes,,,4000.0,,8-10,31-35,Female,No,,,,2016-02-01,2016,32.7762719,-96.7968559,237.336,89052.7269356524
8771,6,95000,year,"Los Angeles, CA",Associate,Starchitect,31-50,Yes,Unpaid Overtime,20.0,3500.0,Full-time,11-15,36-40,Male,Yes,University of Southern California (USC),,,2016-02-01,2016,34.0536909,-118.242766,237.336,126268.79192368625
8769,3,66000,year,"Washington, DC",Office Manager,,51-100,,,,,,26-30,61-65,Female,No,,,,2016-02-01,2016,38.8950368,-77.0365427,237.336,87723.58175750833
8767,10,45000,year,"Atlanta, GA",Intern,Other,31-50,Yes,Paid Overtime,14.0,3000.0,Full-time,2,31-35,Male,No,Southern Polytechnic State University,,,2016-02-01,2016,33.7489924,-84.3902644,237.336,59811.53301648296
8765,8,52000,hour,"Chicago, IL",Intern,Boutique,2-5,Yes,No Overtime,,,Full-time,3,26-30,Male,No,University of Cincinnati,Illinois Institute of Technology (IIT),,2016-01-01,2016,41.8755616,-87.6244212,237.652,69023.64802315991
8764,5,87000,year,"New York, NY",Associate,Corporate,11-15,Yes,Unpaid Overtime,,,Full-time,11-15,36-40,Male,No,,,,2016-01-01,2016,40.7127281,-74.0060152,237.652,115481.87265413294
8763,10,50000,year,"New York, NY",Junior Architect,Boutique,11-15,Yes,Unpaid Overtime,25.0,,Full-time,2,26-30,Female,No,Pontificia Universidad Católica Madre y Maestra (PUCMM),Universitat Politècnica de Catalunya (UPC),,2016-01-01,2016,40.7127281,-74.0060152,237.652,66368.89232996145
8762,7,42000,year,"Chicago, IL",Project Manager,Individual,2-5,,Unpaid Overtime,10.0,1000.0,Full-time,3-5,26-30,Female,No,Illinois Institute of Technology (IIT),,,2016-01-01,2016,41.8755616,-87.6244212,237.652,55749.86955716763
8758,10,100000,year,"New York, NY",Project Architect,,51-100,,,,,,3,26-30,Male,No,,,,2016-01-01,2016,40.7127281,-74.0060152,237.652,132737.7846599229
8755,10,75000,year,"Washington, DC",Project Architect,Individual,51-100,Yes,Unpaid Overtime,21.0,5000.0,Full-time,6-7,31-35,Male,Yes,NED UNIVERSITY OF ENGINEERING AND TECHNOLOGY,University of Florida,,2016-01-01,2016,38.8950368,-77.0365427,237.652,99553.33849494219
8754,8,60000,year,"Los Angeles, CA",Project Manager,,2-5,,,,,,8-10,31-35,Male,No,,,,2016-01-01,2016,34.0536909,-118.242766,237.652,79642.67079595375
8753,10,75000,year,"Baltimore, MD",Designer,Other,101-200,Yes,Unpaid Overtime,18.0,10000.0,Full-time,3-5,36-40,Male,No,Hongik University,Washington University in St. Louis,,2016-01-01,2016,39.2908816,-76.610759,237.652,99553.33849494219
8751,7,54080,hour,"Oakland, CA",Junior Designer,Other,16-30,Yes,Paid Overtime,15.0,500.0,Full-time,1,31-35,Female,No,Ryerson University,,,2016-01-01,2016,37.8044557,-122.271356,237.652,71784.59394408631
8750,8,52000,year,"New York, NY",Designer,Starchitect,101-200,Yes,Unpaid Overtime,15.0,3000.0,Full-time,2,26-30,Male,No,The University of Texas at Austin,,,2016-01-01,2016,40.7127281,-74.0060152,237.652,69023.64802315991
8749,6,82000,year,"San Francisco, CA",Job Captain,Corporate,31-50,Yes,,22.0,,Full-time,8-10,31-35,Female,No,UC Berkeley CED,,,2016-01-01,2016,37.7792588,-122.4193286,237.652,108844.9834211368
8748,7,55000,year,"Princeton, NJ",Project Manager,Corporate,11-15,,Unpaid Overtime,15.0,1000.0,Full-time,3-5,31-35,Male,No,,,,2016-01-01,2016,40.3496953,-74.6597376,237.652,73005.7815629576
8746,6,30000,year,"Los Angeles, CA",Intern,,6-10,,,,,,1,26-30,Male,No,,,,2016-01-01,2016,34.0536909,-118.242766,237.652,39821.33539797687
8745,6,82000,year,Florida,Project Architect,Other,501+,Yes,Paid Overtime,30.0,,Full-time,11-15,36-40,Female,Yes,New Jersey Institute of Technology (NJIT),,,2016-01-01,2016,27.7567667,-81.4639835,237.652,108844.9834211368
8744,8,64000,year,"Atlanta, GA",Associate,Corporate,51-100,Yes,Paid Overtime,25.0,5500.0,Full-time,3-5,26-30,Female,No,,,,2016-01-01,2016,33.7489924,-84.3902644,237.652,84952.18218235066
8743,8,65000,year,"Sacramento, CA",Project Manager,Other,11-15,Yes,Paid Overtime,15.0,,Full-time,11-15,36-40,Male,No,"California Polytechnic State University, San Luis Obispo",,,2016-01-01,2016,38.5810606,-121.493895,237.652,86279.5600289499
8742,8,81000,year,"Boston, MA",Designer,Corporate,501+,Yes,Paid Overtime,16.0,,Full-time,11-15,31-35,Male,No,Wentworth Institute of Technology,Boston Architectural College (BAC),,2016-01-01,2016,42.3554334,-71.060511,237.652,107517.60557453756
8741,9,72000,year,"Chicago, IL",Project Manager,Boutique,16-30,Yes,No Overtime,17.0,8000.0,Full-time,8-10,31-35,Female,Yes,University of Michigan,University of Michigan,,2016-01-01,2016,41.8755616,-87.6244212,237.652,95571.20495514451
8740,6,53000,year,"New York, NY",Marketing Director,Boutique,51-100,Yes,,10.0,1000.0,Full-time,3,26-30,Male,No,,,,2016-01-01,2016,40.7127281,-74.0060152,237.652,70351.02586975915
8739,5,77000,year,"Boston, MA",Project Manager,Other,51-100,Yes,,,,Full-time,8-10,31-35,Female,Yes,,,,2016-01-01,2016,42.3554334,-71.060511,237.652,102208.09418814065
8738,7,36000,year,"San Juan, PR",Project Manager,Individual,6-10,,Unpaid Overtime,,,Freelance,8-10,36-40,Female,No,,,,2016-01-01,2016,18.465299,-66.116666,237.652,47785.602477572254
8737,7,78000,year,"Seattle, WA",Project Architect,Other,16-30,Yes,Unpaid Overtime,15.0,4000.0,Full-time,6-7,31-35,Female,Yes,University of Washington,Rhode Island School of Design (RISD),,2016-01-01,2016,47.6038321,-122.330062,237.652,103535.47203473988
8736,10,86000,year,"Denver, CO",BIM Specialist,Corporate,501+,Yes,Unpaid Overtime,14.0,,Full-time,16-20,41-45,Male,No,Mississippi State University,,,2016-01-01,2016,39.7392364,-104.984862,237.652,114154.49480753372
8735,7,72500,year,"Orland Park, IL",Project Architect,Corporate,11-15,Yes,Unpaid Overtime,10.0,3000.0,Full-time,26-30,51-55,Male,Yes,University of Illinois at Chicago,,,2016-01-01,2016,41.630663,-87.8536288,237.652,96234.89387844411
8733,7,60000,year,"New York, NY",Project Manager,Boutique,16-30,Yes,No Overtime,10.0,2000.0,Full-time,3-5,26-30,Female,No,,Washington University in St. Louis,,2016-01-01,2016,40.7127281,-74.0060152,237.652,79642.67079595375
8732,3,53500,year,"Seattle, WA",Designer,Corporate,31-50,Yes,Unpaid Overtime,10.0,,,8-10,36-40,Male,No,,,,2016-01-01,2016,47.6038321,-122.330062,237.652,71014.71479305877
8729,6,65000,year,"Cincinnati, OH",Associate,,31-50,,,,,,8-10,31-35,Male,No,,,,2016-01-01,2016,39.1014537,-84.5124602,237.652,86279.5600289499
8728,9,49500,year,"Los Angeles, CA",Designer,Corporate,201-500,Yes,Paid Overtime,11.0,1000.0,Full-time,3,21-25,Male,No,University of Southern California (USC),,,2016-01-01,2016,34.0536909,-118.242766,237.652,65705.20340666185
8727,4,33280,hour,"Honolulu, HI",Designer,Corporate,51-100,Yes,Paid Overtime,15.0,3500.0,Full-time,2,26-30,Female,No,,University of Hawaiʻi at Mānoa,,2016-01-01,2016,21.304547,-157.855676,237.652,44175.13473482235
8726,8,75000,year,"Milwaukee, WI",Senior Designer,Boutique,101-200,Yes,Unpaid Overtime,25.0,10000.0,Full-time,11-15,36-40,Female,Yes,,,,2016-01-01,2016,43.0386475,-87.9090751,237.652,99553.33849494219
8724,7,70000,year,"Chicago, IL",Designer,Corporate,201-500,Yes,Unpaid Overtime,15.0,,Full-time,6-7,36-40,Male,No,,University of Illinois at Chicago,,2016-01-01,2016,41.8755616,-87.6244212,237.652,92916.44926194605
8723,8,94000,year,"Los Angeles, CA",Interior Designer,Corporate,201-500,Yes,,12.0,3000.0,Full-time,16-20,41-45,Female,Yes,,,,2016-01-01,2016,34.0536909,-118.242766,237.652,124773.51758032755
8720,8,52000,year,"New York, NY",Junior Designer,,2-5,,,,,,2,21-25,Female,No,,,,2016-01-01,2016,40.7127281,-74.0060152,237.652,69023.64802315991
8718,6,38000,year,"Los Angeles, CA",Designer,Boutique,6-10,,Unpaid Overtime,7.0,,Full-time,3,26-30,Female,No,Southern California Institute of Architecture (SCI-Arc),,,2016-01-01,2016,34.0536909,-118.242766,237.652,50440.35817077071
